#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,New
Rhodobacteraceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,G7,SAMN06844180,PRJNA384698,GCA_002850435.1,Complete,3.33611,56.805,chromosome:NZ_CP021114.1/CP021114.1; plasmid unnamed1:NZ_CP021115.1/CP021115.1; plasmid unnamed2:NZ_CP021116.1/CP021116.1; plasmid unnamed3:NZ_CP021117.1/CP021117.1,,4,3241,2018-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/435/GCA_002850435.1_ASM285043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/435/GCF_002850435.1_ASM285043v1,x
Rhodobiaceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,SMS8,SAMN09453063,PRJNA380207,GCA_003330885.1,Complete,3.86226,55.1,chromosome:NZ_CP030277.1/CP030277.1,,1,3688,2018-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/330/885/GCA_003330885.1_ASM333088v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/330/885/GCF_003330885.1_ASM333088v1,x
Phaeobacter piscinae,Bacteria;Proteobacteria;Alphaproteobacteria,P14,SAMN03294467,PRJNA273578,GCA_002407245.1,Complete,4.12951,60.1034,chromosome:NZ_CP010681.1/CP010681.1; plasmid pP14_a:NZ_CP010682.1/CP010682.1; plasmid pP14_b:NZ_CP010683.1/CP010683.1; plasmid pP14_c:NZ_CP010684.1/CP010684.1; plasmid pP14_d:NZ_CP010685.1/CP010685.1; plasmid pP14_e:NZ_CP010686.1/CP010686.1; plasmid pP14_f:NZ_CP010687.1/CP010687.1; plasmid pP14_g:NZ_CP010688.1/CP010688.1,,8,3774,2017-10-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/245/GCA_002407245.1_ASM240724v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/245/GCF_002407245.1_ASM240724v1,x
Celeribacter manganoxidans,Bacteria;Proteobacteria;Alphaproteobacteria,DY25,SAMN07150770,PRJNA387378,GCA_002504165.1,Complete,3.9568,64.7772,chromosome:NZ_CP021404.1/CP021404.1; plasmid pDY25-A:NZ_CP021405.1/CP021405.1; plasmid pDY25-B:NZ_CP021406.1/CP021406.1; plasmid pDY25-C:NZ_CP021407.1/CP021407.1; plasmid pDY25-D:NZ_CP021408.1/CP021408.1; plasmid pDY25-E:NZ_CP021409.1/CP021409.1; plasmid pDY25-F:NZ_CP021410.1/CP021410.1; plasmid pDY25-G:NZ_CP021411.1/CP021411.1,,8,3532,2017-10-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/165/GCA_002504165.1_ASM250416v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/165/GCF_002504165.1_ASM250416v1,x
Altererythrobacter mangrovi,Bacteria;Proteobacteria;Alphaproteobacteria,C9-11,SAMN07502071,PRJNA398148,GCA_002269345.1,Complete,2.70285,63.5,chromosome:NZ_CP022889.1/CP022889.1,,1,2566,2017-08-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/345/GCA_002269345.1_ASM226934v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/345/GCF_002269345.1_ASM226934v1,x
Sphingobium hydrophobicum,Bacteria;Proteobacteria;Alphaproteobacteria,C1,SAMN07488776,PRJNA397800,GCA_002288285.1,Complete,4.60264,63.1957,chromosome I:NZ_CP022745.1/CP022745.1; chromosome II:NZ_CP022746.1/CP022746.1; plasmid p1:NZ_CP022747.1/CP022747.1; plasmid p2:NZ_CP022748.1/CP022748.1; plasmid p3:NZ_CP022749.1/CP022749.1; plasmid p4:NZ_CP022750.1/CP022750.1; plasmid p5:NZ_CP022751.1/CP022751.1,,7,4204,2017-09-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/285/GCA_002288285.1_ASM228828v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/285/GCF_002288285.1_ASM228828v1,x
Hartmannibacter diazotrophicus,Bacteria;Proteobacteria;Alphaproteobacteria,E19,SAMEA104312995,PRJEB22691,GCA_900231165.1,Complete,5.44977,63.99,chromosome 1:NZ_LT960614.1/LT960614.1; plasmid HDIAp1:NZ_LT960615.1/LT960615.1,,2,4937,2017-10-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/231/165/GCA_900231165.1_HDIA1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/231/165/GCF_900231165.1_HDIA1,x
Microvirga ossetica,Bacteria;Proteobacteria;Alphaproteobacteria,V5_3M,SAMN05413551,PRJNA329489,GCA_002741015.1,Complete,9.63105,62.6718,chromosome:NZ_CP016616.1/CP016616.1; plasmid unnamed1:NZ_CP016617.1/CP016617.1; plasmid unnamed2:NZ_CP016619.1/CP016619.1; plasmid unnamed3:NZ_CP016618.1/CP016618.1; plasmid unnamed4:NZ_CP016620.1/CP016620.1; plasmid unnamed5:NZ_CP016621.1/CP016621.1,,6,8510,2016-08-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/015/GCA_002741015.1_ASM274101v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/015/GCF_002741015.1_ASM274101v1,x
Caulobacter mirabilis,Bacteria;Proteobacteria;Alphaproteobacteria,FWC 38,SAMN07822593,PRJNA415428,GCA_002749615.1,Complete,4.57726,69.3,chromosome:NZ_CP024201.1/CP024201.1,,1,4252,2017-11-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/749/615/GCA_002749615.1_ASM274961v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/749/615/GCF_002749615.1_ASM274961v1,x
Erythrobacter seohaensis,Bacteria;Proteobacteria;Alphaproteobacteria,SW-135,SAMN08031326,PRJNA418662,GCA_002795865.1,Complete,2.94267,61.7,chromosome:NZ_CP024920.1/CP024920.1,,1,2836,2017-11-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/865/GCA_002795865.1_ASM279586v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/865/GCF_002795865.1_ASM279586v1,x
Mesorhizobium japonicum MAFF 303099,Bacteria;Proteobacteria;Alphaproteobacteria,MAFF 303099,SAMD00061086,PRJNA18,GCA_000009625.1,Complete,7.5963,62.4657,chromosome:NC_002678.2/BA000012.4; plasmid pMLa:NC_002679.1/BA000013.4; plasmid pMLb:NC_002682.1/AP003017.1,,3,7035,2001-02-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/625/GCA_000009625.1_ASM962v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/625/GCF_000009625.1_ASM962v1,x
Ensifer alkalisoli,Bacteria;Proteobacteria;Alphaproteobacteria,YIC4027,SAMN10600730,PRJNA510247,GCA_008932245.1,Complete,6.12843,62.2572,chromosome 1:NZ_CP034909.1/CP034909.1; chromosome 2:NZ_CP034910.1/CP034910.1; plasmid unnamed:NZ_CP034911.1/CP034911.1,,3,5493,2019-10-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/932/245/GCA_008932245.1_ASM893224v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/932/245/GCF_008932245.1_ASM893224v1,x
Paracoccus zhejiangensis,Bacteria;Proteobacteria;Alphaproteobacteria,J6,SAMN08166682,PRJNA422342,GCA_002847445.1,Complete,4.63725,65.6106,chromosome:NZ_CP025430.1/CP025430.1; plasmid pPZ01:NZ_CP025431.1/CP025431.1; plasmid pPZ02:NZ_CP025432.1/CP025432.1; plasmid pPZ03:NZ_CP025433.1/CP025433.1; plasmid pPZ04:NZ_CP025434.1/CP025434.1,,5,4339,2017-12-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/847/445/GCA_002847445.1_ASM284744v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/445/GCF_002847445.1_ASM284744v1,x
Caulobacter flavus,Bacteria;Proteobacteria;Alphaproteobacteria,RHGG3,SAMN08365437,PRJNA430070,GCA_003722335.1,Complete,5.6592,69.3,chromosome:NZ_CP026100.1/CP026100.1,,1,5049,2018-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/722/335/GCA_003722335.1_ASM372233v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/722/335/GCF_003722335.1_ASM372233v1,x
Niveispirillum cyanobacteriorum,Bacteria;Proteobacteria;Alphaproteobacteria,TH16,SAMN08272695,PRJNA427804,GCA_002868735.1,Complete,6.04878,63.3958,chromosome eg_1:NZ_CP025611.1/CP025611.1; chromosome eg_2:NZ_CP025612.1/CP025612.1; plasmid unnamed1:NZ_CP025613.1/CP025613.1; plasmid unnamed2:NZ_CP025614.1/CP025614.1; plasmid unnamed3:NZ_CP025615.1/CP025615.1,,5,5201,2018-01-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/735/GCA_002868735.1_ASM286873v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/868/735/GCF_002868735.1_ASM286873v1,x
Komagataeibacter saccharivorans,Bacteria;Proteobacteria;Alphaproteobacteria,CV1,SAMN07224385,PRJNA390206,GCA_003546645.1,Complete,3.76831,61.2032,chromosome:NZ_CP023036.1/CP023036.1; plasmid unnamed1:NZ_CP023037.1/CP023037.1; plasmid unnamed2:NZ_CP023038.1/CP023038.1; plasmid unnamed3:NZ_CP023039.1/CP023039.1; plasmid unnamed4:NZ_CP023040.1/CP023040.1; plasmid unnamed5:NZ_CP023041.1/CP023041.1; plasmid unnamed6:NZ_CP023042.1/CP023042.1,,7,3277,2018-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/645/GCA_003546645.1_ASM354664v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/546/645/GCF_003546645.1_ASM354664v1,x
Beijerinckiaceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,MG08,SAMN08013450,PRJNA418017,GCA_004564215.1,Complete,3.32643,58.9,chromosome:NZ_CP024846.1/CP024846.1,,1,2974,2019-04-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/564/215/GCA_004564215.1_ASM456421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/215/GCF_004564215.1_ASM456421v1,x
Phyllobacterium zundukense,Bacteria;Proteobacteria;Alphaproteobacteria,Tri-48,SAMN05946057,PRJNA329489,GCA_002764115.1,Complete,6.20801,57.2475,chromosome:NZ_CP017940.1/CP017940.1; plasmid unnamed1:NZ_CP017941.1/CP017941.1; plasmid unnamed2:NZ_CP017943.1/CP017943.1; plasmid unnamed3:NZ_CP017942.1/CP017942.1; plasmid unnamed4:NZ_CP017944.1/CP017944.1; plasmid unnamed5:NZ_CP017945.1/CP017945.1,,6,5750,2017-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/764/115/GCA_002764115.1_ASM276411v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/764/115/GCF_002764115.1_ASM276411v1,x
Acetobacter oryzifermentans,Bacteria;Proteobacteria;Alphaproteobacteria,SLV-7,SAMN03437041,PRJNA279108,GCA_001628715.1,Complete,3.1064,52.3948,chromosome:NZ_CP011120.1/CP011120.1; plasmid unnamed1:NZ_CP011121.1/CP011121.1; plasmid unnamed2:NZ_CP011122.1/CP011122.1; plasmid unnamed3:NZ_CP011123.1/CP011123.1,,4,2812,2016-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/715/GCA_001628715.1_ASM162871v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/628/715/GCF_001628715.1_ASM162871v1,x
Acetobacteraceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,868,SAMN11430873,PRJNA532976,GCA_004843345.1,Complete,2.12776,42.6499,chromosome:NZ_CP039460.1/CP039460.1; plasmid p1:NZ_CP039461.1/CP039461.1,,2,2023,2019-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/843/345/GCA_004843345.1_ASM484334v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/843/345/GCF_004843345.1_ASM484334v1,x
Silicimonas algicola,Bacteria;Proteobacteria;Alphaproteobacteria,KC90,SAMN10396653,PRJNA504651,GCA_003970735.1,Complete,4.35166,65.3,chromosome:NZ_CP034588.1/CP034588.1,,1,4217,2018-12-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/970/735/GCA_003970735.1_ASM397073v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/970/735/GCF_003970735.1_ASM397073v1,x
Paracoccus mutanolyticus,Bacteria;Proteobacteria;Alphaproteobacteria,RSP-02,SAMN09453177,PRJNA476696,GCA_003285265.1,Complete,3.59236,67.3,chromosome:NZ_CP030239.1/CP030239.1,,1,2367,2018-07-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/285/265/GCA_003285265.1_ASM328526v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/265/GCF_003285265.1_ASM328526v1,x
Acetobacter ascendens,Bacteria;Proteobacteria;Alphaproteobacteria,LMG 1590,SAMN04605654,PRJNA317327,GCA_001766235.1,Complete,2.99922,53.2047,chromosome:NZ_CP015164.1/CP015164.1; plasmid unnamed1:NZ_CP015165.1/CP015165.1; plasmid unnamed2:NZ_CP015166.1/CP015166.1; plasmid unnamed3:NZ_CP015167.1/CP015167.1,,4,2542,2016-10-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/766/235/GCA_001766235.1_ASM176623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/766/235/GCF_001766235.1_ASM176623v1,x
Emcibacter congregatus,Bacteria;Proteobacteria;Alphaproteobacteria,ZYLT,SAMN12044301,PRJNA548597,GCA_006385135.1,Complete,4.18901,51.5,chromosome:NZ_CP041025.1/CP041025.1,,1,3576,2019-06-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/385/135/GCA_006385135.1_ASM638513v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/135/GCF_006385135.1_ASM638513v1,x
Phreatobacter cathodiphilus,Bacteria;Proteobacteria;Alphaproteobacteria,S-12,SAMN08666935,PRJNA437502,GCA_003008515.1,Complete,4.49444,69.3,chromosome:NZ_CP027668.1/CP027668.1,,1,4238,2018-03-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/008/515/GCA_003008515.1_ASM300851v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/008/515/GCF_003008515.1_ASM300851v1,x
Mesorhizobium oceanicum,Bacteria;Proteobacteria;Alphaproteobacteria,B7,SAMN06054042,PRJNA354894,GCA_001889605.1,Complete,5.32456,65.0596,chromosome:NZ_CP018171.1/CP018171.1; plasmid unnamed1:NZ_CP018172.1/CP018172.1,,2,5068,2016-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/605/GCA_001889605.1_ASM188960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1,x
Thalassospira marina,Bacteria;Proteobacteria;Alphaproteobacteria,CSC3H3,SAMN07821581,PRJNA415327,GCA_002844375.1,Complete,5.43829,54.6165,chromosome:NZ_CP024199.1/CP024199.1; plasmid pCSC3H3:NZ_CP024200.1/CP024200.1,,2,4630,2017-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/375/GCA_002844375.1_ASM284437v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/844/375/GCF_002844375.1_ASM284437v1,x
Pseudolabrys taiwanensis,Bacteria;Proteobacteria;Alphaproteobacteria,CC-BB4,SAMN09742692,PRJNA483524,GCA_003367395.1, Chromosome,5.59374,64.4,chromosome:NZ_CP031417.1/CP031417.1,,1,5241,2018-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/395/GCA_003367395.1_ASM336739v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/395/GCF_003367395.1_ASM336739v1,x
Methylovirgula ligni,Bacteria;Proteobacteria;Alphaproteobacteria,BW863,SAMN08095357,PRJNA419673,GCA_004135935.1,Complete,3.29859,62.3,chromosome:NZ_CP025086.1/CP025086.1,,1,3136,2019-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/935/GCA_004135935.1_ASM413593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/935/GCF_004135935.1_ASM413593v1,x
Thalassospira indica,Bacteria;Proteobacteria;Alphaproteobacteria,PB8BT,SAMN09789051,PRJNA485381,GCA_003403095.1,Complete,4.70172,54.9,chromosome:NZ_CP031555.1/CP031555.1,,1,4226,2018-08-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/095/GCA_003403095.1_ASM340309v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/095/GCF_003403095.1_ASM340309v1,x
Blastomonas fulva,Bacteria;Proteobacteria;Alphaproteobacteria,T2,SAMN06473103,PRJNA377807,GCA_003431825.1,Complete,4.12321,64.1727,chromosome:NZ_CP020083.1/CP020083.1; plasmid unnamed:NZ_CP020084.1/CP020084.1,,2,3794,2017-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/825/GCA_003431825.1_ASM343182v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/431/825/GCF_003431825.1_ASM343182v1,x
Indioceanicola profundi,Bacteria;Proteobacteria;Alphaproteobacteria,SCSIO 08040,SAMN09405541,PRJNA475899,GCA_003568845.1,Complete,5.37498,66.2396,chromosome:NZ_CP030126.1/CP030126.1; plasmid unnamed1:NZ_CP030127.1/CP030127.1; plasmid unnamed2:NZ_CP030128.1/CP030128.1; plasmid unnamed3:NZ_CP030129.1/CP030129.1,,4,4799,2018-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/568/845/GCA_003568845.1_ASM356884v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/845/GCF_003568845.1_ASM356884v1,x
Methylobacterium currus,Bacteria;Proteobacteria;Alphaproteobacteria,PR1016A,SAMN08828928,PRJNA448374,GCA_003058325.1, Chromosome,7.74514,70.1901,chromosome 1:NZ_CP028843.1/CP028843.1; chromosome 2:NZ_CP028844.1/CP028844.1; plasmid unnamed1:NZ_CP028845.1/CP028845.1; plasmid unnamed2:NZ_CP028846.1/CP028846.1; plasmid unnamed3:NZ_CP028847.1/CP028847.1,,5,6804,2018-04-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/325/GCA_003058325.1_ASM305832v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/325/GCF_003058325.1_ASM305832v1,x
Rhizobium jaguaris,Bacteria;Proteobacteria;Alphaproteobacteria,CCGE525,SAMN10118526,PRJNA492918,GCA_003627755.1,Complete,8.02557,59.4358,chromosome:NZ_CP032694.1/CP032694.1; plasmid pRCCGE525a:NZ_CP032697.1/CP032697.1; plasmid pRCCGE525b:NZ_CP032696.1/CP032696.1; plasmid pRCCGE525c:NZ_CP032695.1/CP032695.1,,4,7104,2018-10-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/755/GCA_003627755.1_ASM362775v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/627/755/GCF_003627755.1_ASM362775v1,x
Sphingosinicella microcystinivorans,Bacteria;Proteobacteria;Alphaproteobacteria,B9,SAMD00116247,PRJDB6912,GCA_003967095.1,Complete,4.03666,63.9,chromosome:NZ_AP018711.1/AP018711.1,,1,3708,2018-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/095/GCA_003967095.1_ASM396709v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/095/GCF_003967095.1_ASM396709v1,x
Stella humosa,Bacteria;Proteobacteria;Alphaproteobacteria,ATCC 43930,SAMD00165212,PRJDB8069,GCA_006738645.1,Complete,5.83265,69.8,chromosome:NZ_AP019700.1/AP019700.1,,1,5406,2019-06-03T23:04:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/738/645/GCA_006738645.1_ASM673864v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/738/645/GCF_006738645.1_ASM673864v1,x
Rickettsiales endosymbiont of Stachyamoeba lipophora,Bacteria;Proteobacteria;Alphaproteobacteria,RICK01,SAMN10347691,PRJNA501864,GCA_003932735.1,Complete,1.73839,33,chromosome:NZ_CP033611.1/CP033611.1,,1,1537,2018-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/932/735/GCA_003932735.1_ASM393273v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/735/GCF_003932735.1_ASM393273v1,x
Georhizobium profundi,Bacteria;Proteobacteria;Alphaproteobacteria,WS11,SAMN10095205,PRJNA492217,GCA_003952725.1,Complete,4.35661,62.3,chromosome:NZ_CP032509.1/CP032509.1,,1,4128,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/725/GCA_003952725.1_ASM395272v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/725/GCF_003952725.1_ASM395272v1,x
Glycocaulis alkaliphilus,Bacteria;Proteobacteria;Alphaproteobacteria,6B-8,SAMN02442382,PRJNA230771,GCA_004000605.1,Complete,3.01966,63.4,chromosome:NZ_CP018911.1/CP018911.1,,1,2811,2019-01-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/000/605/GCA_004000605.1_ASM400060v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/000/605/GCF_004000605.1_ASM400060v1,x
Bradyrhizobium guangxiense,Bacteria;Proteobacteria;Alphaproteobacteria,CCBAU 53363,SAMN02418808,PRJNA229447,GCA_004114915.1,Complete,8.20012,63.8791,chromosome:NZ_CP022219.1/CP022219.1; plasmid p53363:NZ_CP022220.1/CP022220.1,,2,7464,2019-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/915/GCA_004114915.1_ASM411491v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/915/GCF_004114915.1_ASM411491v1,x
Bradyrhizobium betae,Bacteria;Proteobacteria;Alphaproteobacteria,PL7HG1,SAMN12900461,PRJNA575551,GCA_008932115.1,Complete,7.4194,64.3584,chromosome:NZ_CP044543.1/CP044543.1; plasmid pBbPL7HG1:NZ_CP044544.1/CP044544.1,,2,6820,2019-10-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/932/115/GCA_008932115.1_ASM893211v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/932/115/GCF_008932115.1_ASM893211v1,x
Brevundimonas mediterranea,Bacteria;Proteobacteria;Alphaproteobacteria,D151-2-6,SAMN13943399,PRJNA603877,GCA_011064825.1,Complete,3.38337,67.4,chromosome:NZ_CP048751.1/CP048751.1,,1,3234,2020-03-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/825/GCA_011064825.1_ASM1106482v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/825/GCF_011064825.1_ASM1106482v1,x
Roseitalea porphyridii,Bacteria;Proteobacteria;Alphaproteobacteria,MA7-20,SAMN11037189,PRJNA524820,GCA_004331955.1,Complete,3.53967,66.6,chromosome:NZ_CP036532.1/CP036532.1,,1,3387,2019-03-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/331/955/GCA_004331955.1_ASM433195v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/331/955/GCF_004331955.1_ASM433195v1,x
Fluviibacterium aquatile,Bacteria;Proteobacteria;Alphaproteobacteria,SC52,SAMN14132393,PRJNA607395,GCA_011040475.1,Complete,3.89363,58.3914,chromosome:NZ_CP049028.1/CP049028.1; plasmid pSC52_1:NZ_CP049029.1/CP049029.1; plasmid pSC52_2:NZ_CP049030.1/CP049030.1; plasmid pSC52_3:NZ_CP049031.1/CP049031.1; plasmid pSC52_4:NZ_CP049032.1/CP049032.1; plasmid pSC52_5:NZ_CP049033.1/CP049033.1; plasmid pSC52_6:NZ_CP049034.1/CP049034.1; plasmid pSC52_7:NZ_CP049035.1/CP049035.1; plasmid pSC52_8:NZ_CP049036.1/CP049036.1,,9,3541,2020-02-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/040/475/GCA_011040475.1_ASM1104047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/040/475/GCF_011040475.1_ASM1104047v1,x
Qipengyuania sediminis,Bacteria;Proteobacteria;Alphaproteobacteria,CGMCC 1.12928,SAMN11096690,PRJNA525943,GCA_004358425.1,Complete,2.416,66.8,chromosome:NZ_CP037948.1/CP037948.1,,1,2324,2019-03-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/358/425/GCA_004358425.1_ASM435842v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/425/GCF_004358425.1_ASM435842v1,x
Methylocella tundrae,Bacteria;Proteobacteria;Alphaproteobacteria,MTUNDRAET4 annotated genome,SAMEA5419085,PRJEB31709,GCA_900749825.1,Complete,4.42246,61.7858,chromosome 1:NZ_LR536450.1/LR536450.1; plasmid 2:NZ_LR536451.1/LR536451.1; plasmid 3:NZ_LR536452.1/LR536452.1,,3,3635,2019-03-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/749/825/GCA_900749825.1_MTUNDRAET4_v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/749/825/GCF_900749825.1_MTUNDRAET4_v1,x
Wolbachia endosymbiont of Drosophila mauritiana,Bacteria;Proteobacteria;Alphaproteobacteria,wMau,SAMN10519765,PRJNA508212,GCA_004795975.1,Complete,1.27353,34,chromosome:NZ_CP034335.1/CP034335.1,,1,1060,2019-04-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/795/975/GCA_004795975.1_ASM479597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/795/975/GCF_004795975.1_ASM479597v1,x
