#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,x
Thiolapillus brandeum,Bacteria;Proteobacteria;Gammaproteobacteria,Hiromi 1,SAMD00060997,PRJDA72157,GCA_000828615.1,Complete,3.15364,56.2651,chromosome:NZ_AP012273.1/AP012273.1; plasmid pTBH10:NZ_AP012274.1/AP012274.1; plasmid pTBH13:NZ_AP012275.1/AP012275.1,,3,2931,2014-01-16T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/615/GCA_000828615.1_ASM82861v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/615/GCF_000828615.1_ASM82861v1,x
Thioploca ingrica,Bacteria;Proteobacteria;Gammaproteobacteria,,SAMD00019192,PRJDB3057,GCA_000828835.1,Complete,4.81001,41.2,chromosome:NZ_AP014633.1/AP014633.1,,1,3839,2014-09-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/835/GCA_000828835.1_ASM82883v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/835/GCF_000828835.1_ASM82883v1,x
Marinobacter similis,Bacteria;Proteobacteria;Gammaproteobacteria,A3d10,SAMN02401946,PRJNA227392,GCA_000830985.1,Complete,3.9759,57.6,chromosome:NZ_CP007151.1/CP007151.1,,1,2576,2014-02-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/985/GCA_000830985.1_ASM83098v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/985/GCF_000830985.1_ASM83098v1,x
Marinobacter salarius,Bacteria;Proteobacteria;Gammaproteobacteria,R9SW1,SAMN02401947,PRJNA227392,GCA_000831005.1,Complete,4.61653,57.1,chromosome:NZ_CP007152.1/CP007152.1,,1,2986,2014-02-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/005/GCA_000831005.1_ASM83100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/005/GCF_000831005.1_ASM83100v1,x
Gynuella sunshinyii YC6258,Bacteria;Proteobacteria;Gammaproteobacteria,YC6258,SAMN03379849,PRJNA233633,GCA_000940805.1,Complete,6.47596,48.6,chromosome:NZ_CP007142.1/CP007142.1,,1,5176,2015-03-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/805/GCA_000940805.1_ASM94080v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/805/GCF_000940805.1_ASM94080v1,x
Halomonas meridiana,Bacteria;Proteobacteria;Gammaproteobacteria,SCSIO 43005,SAMN07956710,PRJNA416452,GCA_009846525.1,Complete,3.86008,58.1,chromosome:NZ_CP024621.1/CP024621.1,,1,3484,2020-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/846/525/GCA_009846525.1_ASM984652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/846/525/GCF_009846525.1_ASM984652v1,x
Tatlockia micdadei,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC33218,SAMEA2785665,PRJEB7312,GCA_000953635.1,Complete,3.31003,40.5,chromosome I:NZ_LN614830.1/LN614830.1,,1,2841,2014-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/635/GCA_000953635.1_LMI,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/635/GCF_000953635.1_LMI,x
Aliivibrio wodanis,Bacteria;Proteobacteria;Gammaproteobacteria,,SAMEA2735904,PRJEB6963,GCA_000953695.1,Complete,4.63513,38.4801,chromosome 1:NZ_LN554846.1/LN554846.1; chromosome 2:NZ_LN554847.1/LN554847.1; plasmid pAWOD150:NZ_LN554849.1/LN554849.1; plasmid pAWOD19:NZ_LN554851.1/LN554851.1; plasmid pAWOD72:NZ_LN554850.1/LN554850.1; plasmid pAWOD920:NZ_LN554848.1/LN554848.1,,6,3993,2014-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/695/GCA_000953695.1_AWOD1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/695/GCF_000953695.1_AWOD1,x
Moritella viscosa,Bacteria;Proteobacteria;Gammaproteobacteria,,SAMEA2735902,PRJEB6964,GCA_000953735.1,Complete,5.09399,39.3912,chromosome 1:NZ_LN554852.1/LN554852.1; plasmid pMVIS39:NZ_LN554854.1/LN554854.1; plasmid pMVIS41:NZ_LN554853.1/LN554853.1,,3,4301,2014-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/735/GCA_000953735.1_MVIS1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/735/GCF_000953735.1_MVIS1,x
Kosakonia oryzae,Bacteria;Proteobacteria;Gammaproteobacteria,Ola 51,SAMN04419549,PRJNA309028,GCA_001658025.1,Complete,5.30334,54,chromosome:NZ_CP014007.1/CP014007.1,,1,4830,2016-06-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/025/GCA_001658025.1_ASM165802v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/025/GCF_001658025.1_ASM165802v1,x
Oleispira antarctica RB-8,Bacteria;Proteobacteria;Gammaproteobacteria,,SAMEA4532328,PRJEA42413,GCA_000967895.1,Complete,4.40638,42.2,chromosome:NZ_FO203512.1/FO203512.1,,1,3866,2013-05-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/895/GCA_000967895.1_ASM96789v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/895/GCF_000967895.1_ASM96789v1,x
Xenorhabdus poinarii G6,Bacteria;Proteobacteria;Gammaproteobacteria,G6,SAMEA3283114,PRJEB4254,GCA_000968175.1,Complete,3.65952,44.5,chromosome:NZ_FO704551.1/FO704551.1,,1,3192,2014-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/175/GCA_000968175.1_ASM96817v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/175/GCF_000968175.1_ASM96817v1,x
Xenorhabdus doucetiae,Bacteria;Proteobacteria;Gammaproteobacteria,FRM16,SAMEA3283113,PRJEB4255,GCA_000968195.1,Complete,4.20365,45.6988,chromosome:NZ_FO704550.1/FO704550.1; plasmid XD_p:NZ_FO704549.1/FO704549.1,,2,3455,2014-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/195/GCA_000968195.1_ASM96819v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/195/GCF_000968195.1_ASM96819v1,x
Chania multitudinisentens RB-25,Bacteria;Proteobacteria;Gammaproteobacteria,RB-25,SAMN02569064,PRJNA232738,GCA_000520015.2,Complete,5.48818,50.9,chromosome:NZ_CP007044.2/CP007044.2,,1,4749,2014-01-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/015/GCA_000520015.2_ASM52001v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/015/GCF_000520015.2_ASM52001v2,x
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,Bacteria;Proteobacteria;Gammaproteobacteria,675,SAMN02808313,PRJNA249056,GCA_000973505.1,Complete,0.749321,29.1,chromosome:NZ_CP010048.1/CP010048.1,,1,586,2015-04-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/505/GCA_000973505.1_ASM97350v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/505/GCF_000973505.1_ASM97350v1,x
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,Bacteria;Proteobacteria;Gammaproteobacteria,757,SAMN02808399,PRJNA249064,GCA_000973545.1,Complete,0.77394,27.4,chromosome:NZ_CP010049.1/CP010049.1,,1,592,2015-04-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/545/GCA_000973545.1_ASM97354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/545/GCF_000973545.1_ASM97354v1,x
Sodalis praecaptivus,Bacteria;Proteobacteria;Gammaproteobacteria,HS1,SAMN02641639,PRJNA199998,GCA_000517425.1,Complete,5.15942,57.125,chromosome:NZ_CP006569.1/CP006569.1; plasmid pHS1:NZ_CP006570.1/CP006570.1,,2,4377,2014-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/425/GCA_000517425.1_ASM51742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/425/GCF_000517425.1_ASM51742v1,x
Kangiella geojedonensis,Bacteria;Proteobacteria;Gammaproteobacteria,YCS-5,SAMN03323776,PRJNA274215,GCA_000981765.1,Complete,2.49524,43.8,chromosome:NZ_CP010975.1/CP010975.1,,1,2251,2015-04-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/765/GCA_000981765.1_ASM98176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/765/GCF_000981765.1_ASM98176v1,x
Halomonas huangheensis,Bacteria;Proteobacteria;Gammaproteobacteria,BJGMM-B45,SAMN04216911,PRJNA299864,GCA_001431725.1,Complete,4.75749,58.5,chromosome:NZ_CP013106.1/CP013106.1,,1,4044,2015-11-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/725/GCA_001431725.1_ASM143172v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/725/GCF_001431725.1_ASM143172v1,x
Luteibacter rhizovicinus DSM 16549,Bacteria;Proteobacteria;Gammaproteobacteria,LJ96,SAMN05853519,PRJNA344944,GCA_001887595.1,Complete,4.76549,64.7,chromosome:NZ_CP017480.1/CP017480.1,,1,4263,2016-11-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/595/GCA_001887595.1_ASM188759v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/595/GCF_001887595.1_ASM188759v1,x
Xanthomonas hyacinthi,Bacteria;Proteobacteria;Gammaproteobacteria,CFBP 1156,SAMN12660098,PRJNA562936,GCA_009769165.1,Complete,4.96303,68.0481,chromosome:NZ_CP043476.1/CP043476.1; plasmid unnamed:NZ_CP043477.1/CP043477.1,,2,4025,2019-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/769/165/GCA_009769165.1_ASM976916v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/769/165/GCF_009769165.1_ASM976916v1,x
Vibrio antiquarius,Bacteria;Proteobacteria;Gammaproteobacteria,EX25,SAMN02603570,PRJNA40507,GCA_000024825.1,Complete,5.08903,44.9,chromosome 1:NC_013456.1/CP001805.1; chromosome 2:NC_013457.1/CP001806.1,,2,4451,2009-11-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/825/GCA_000024825.1_ASM2482v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/825/GCF_000024825.1_ASM2482v1,x
Klebsiella quasipneumoniae,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 700603,SAMN04382091,PRJNA307517,GCA_001596075.2,Complete,5.51386,57.7647,chromosome:NZ_CP014696.2/CP014696.2; plasmid pKQPS1:NZ_CP014697.2/CP014697.2; plasmid pKQPS2:NZ_CP014698.2/CP014698.2,,3,5214,2016-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/596/075/GCA_001596075.2_ASM159607v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/075/GCF_001596075.2_ASM159607v2,x
Pseudomonas taetrolens,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC10697,SAMEA3711430,PRJEB6403,GCA_900475285.1,Complete,4.84387,58.3,chromosome 1:NZ_LS483370.1/LS483370.1,,1,4238,2018-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/285/GCA_900475285.1_43222_B01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/285/GCF_900475285.1_43222_B01,x
Marinobacter psychrophilus,Bacteria;Proteobacteria;Gammaproteobacteria,20041,SAMN03701403,PRJNA284323,GCA_001043175.1,Complete,3.9986,53.8,chromosome:NZ_CP011494.1/CP011494.1,,1,3477,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/175/GCA_001043175.1_ASM104317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/175/GCF_001043175.1_ASM104317v1,x
Yersinia aleksiciae,Bacteria;Proteobacteria;Gammaproteobacteria,159,SAMN03801505,PRJNA288628,GCA_001047675.1,Complete,4.00031,49,chromosome:NZ_CP011975.1/CP011975.1,,1,3468,2015-07-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/675/GCA_001047675.1_ASM104767v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/675/GCF_001047675.1_ASM104767v1,x
Vibrio diabolicus,Bacteria;Proteobacteria;Gammaproteobacteria,FDAARGOS_105,SAMN03996322,PRJNA231221,GCA_002953395.1,Complete,5.42615,44.7876,chromosome 1:NZ_CP014036.1/CP014036.1; chromosome 2:NZ_CP014037.1/CP014037.1,,2,4775,2018-02-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/395/GCA_002953395.1_ASM295339v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/953/395/GCF_002953395.1_ASM295339v1,x
Brenneria goodwinii,Bacteria;Proteobacteria;Gammaproteobacteria,FRB141,SAMN04388496,PRJNA308225,GCA_002291445.1,Complete,5.36073,53.1,chromosome:NZ_CP014137.1/CP014137.1,,1,4560,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/291/445/GCA_002291445.1_ASM229144v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/291/445/GCF_002291445.1_ASM229144v1,x
Pseudomonas trivialis,Bacteria;Proteobacteria;Gammaproteobacteria,IHBB745,SAMN03699826,PRJNA284214,GCA_001186335.1,Complete,6.4528,59.9,chromosome:NZ_CP011507.1/CP011507.1,,1,5803,2015-07-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/186/335/GCA_001186335.1_ASM118633v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/186/335/GCF_001186335.1_ASM118633v1,x
Wenzhouxiangella marina,Bacteria;Proteobacteria;Gammaproteobacteria,KCTC 42284,SAMN03793171,PRJNA288075,GCA_001187785.1,Complete,3.6752,65.3,chromosome:NZ_CP012154.1/CP012154.1,,1,3058,2015-07-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/187/785/GCA_001187785.1_ASM118778v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/785/GCF_001187785.1_ASM118778v1,x
Oblitimonas alkaliphila,Bacteria;Proteobacteria;Gammaproteobacteria,B4199,SAMN03946311,PRJNA291610,GCA_001267175.1,Complete,2.49403,47.4,chromosome:NZ_CP012358.1/CP012358.1,,1,2317,2015-08-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/175/GCA_001267175.1_ASM126717v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/175/GCF_001267175.1_ASM126717v1,x
Psychrobacter urativorans,Bacteria;Proteobacteria;Gammaproteobacteria,R10.10B,SAMN04076494,PRJNA295628,GCA_001298525.1,Complete,2.93158,42.0753,chromosome:NZ_CP012678.1/CP012678.1; plasmid 1:NZ_CP012707.1/CP012707.1; plasmid 2:NZ_CP012708.1/CP012708.1; plasmid 3:NZ_CP012709.1/CP012709.1; plasmid 4:NZ_CP012710.1/CP012710.1; plasmid 5:NZ_CP012711.1/CP012711.1,,6,2380,2015-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/525/GCA_001298525.1_ASM129852v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/525/GCF_001298525.1_ASM129852v1,x
Pseudoalteromonas tetraodonis,Bacteria;Proteobacteria;Gammaproteobacteria,GFC,SAMN03380228,PRJNA196225,GCA_002310835.1,Complete,4.1284,40.2763,chromosome I:NZ_CP011041.1/CP011041.1; chromosome II:NZ_CP011042.1/CP011042.1,,2,3579,2017-09-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/835/GCA_002310835.1_ASM231083v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/835/GCF_002310835.1_ASM231083v1,x
Methylomonas koyamae,Bacteria;Proteobacteria;Gammaproteobacteria,LM6,SAMN07357002,PRJNA394621,GCA_002441955.1,Complete,5.08066,56.1979,chromosome:NZ_CP023669.1/CP023669.1; plasmid pLM6:NZ_CP023670.1/CP023670.1,,2,4378,2017-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/441/955/GCA_002441955.1_ASM244195v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/441/955/GCF_002441955.1_ASM244195v1,x
Kosakonia cowanii JCM 10956 = DSM 18146,Bacteria;Proteobacteria;Gammaproteobacteria,888-76,SAMN06219867,PRJNA361054,GCA_001975225.1,Complete,4.85732,56.2326,chromosome:NZ_CP019445.1/CP019445.1; plasmid p888-76-1:NZ_CP019446.1/CP019446.1; plasmid p888-76-2:NZ_CP019447.1/CP019447.1,,3,4345,2017-01-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/225/GCA_001975225.1_ASM197522v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/225/GCF_001975225.1_ASM197522v1,x
Stenotrophomonas acidaminiphila,Bacteria;Proteobacteria;Gammaproteobacteria,ZAC14D2_NAIMI4_2,SAMN04099006,PRJNA296415,GCA_001314305.1,Complete,4.1383,68.5,chromosome:NZ_CP012900.1/CP012900.1,,1,3603,2015-10-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/305/GCA_001314305.1_ASM131430v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/305/GCF_001314305.1_ASM131430v1,x
Vibrio hyugaensis,Bacteria;Proteobacteria;Gammaproteobacteria,090810a,SAMD00019133,PRJNA429390,GCA_002906655.1,Complete,5.61208,44.9888,chromosome 1:NZ_CP025794.1/CP025794.1; chromosome 2:NZ_CP025795.1/CP025795.1,,2,4845,2018-01-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/655/GCA_002906655.1_ASM290665v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/655/GCF_002906655.1_ASM290665v1,x
Agarivorans gilvus,Bacteria;Proteobacteria;Gammaproteobacteria,WH0801,SAMN04215004,PRJNA299531,GCA_001420915.1,Complete,4.4166,46,chromosome:NZ_CP013021.1/CP013021.1,,1,3876,2015-10-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/420/915/GCA_001420915.1_ASM142091v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/420/915/GCF_001420915.1_ASM142091v1,x
Stenotrophomonas nitritireducens,Bacteria;Proteobacteria;Gammaproteobacteria,2001,SAMN05428703,PRJNA330867,GCA_001700965.1,Complete,4.54173,63.8,chromosome:NZ_CP016756.1/CP016756.1,,1,3802,2016-08-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/965/GCA_001700965.1_ASM170096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/700/965/GCF_001700965.1_ASM170096v1,x
Pseudomonas orientalis,Bacteria;Proteobacteria;Gammaproteobacteria,F9,SAMN06014516,PRJNA353169,GCA_002934065.1,Complete,5.98624,60.4,chromosome:NZ_CP018049.1/CP018049.1,,1,5195,2018-02-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/065/GCA_002934065.1_ASM293406v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/934/065/GCF_002934065.1_ASM293406v1,x
Lysobacter enzymogenes,Bacteria;Proteobacteria;Gammaproteobacteria,YC36,SAMN11774060,PRJNA543628,GCA_005954665.1,Complete,6.13152,69.9,chromosome:NZ_CP040656.1/CP040656.1,,1,4626,2019-06-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/954/665/GCA_005954665.1_ASM595466v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/954/665/GCF_005954665.1_ASM595466v1,x
Lysobacter gummosus,Bacteria;Proteobacteria;Gammaproteobacteria,3.2.11,SAMN03275729,PRJNA271656,GCA_001442805.1,Complete,6.05662,66.5,chromosome:NZ_CP011131.1/CP011131.1,,1,4898,2015-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/442/805/GCA_001442805.1_ASM144280v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/805/GCF_001442805.1_ASM144280v1,x
Pseudoalteromonas phenolica,Bacteria;Proteobacteria;Gammaproteobacteria,KCTC 12086,SAMN04259808,PRJNA301786,GCA_001444405.1,Complete,4.86899,40.5898,chromosome I:NZ_CP013187.1/CP013187.1; chromosome II:NZ_CP013188.1/CP013188.1,,2,4153,2015-11-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/444/405/GCA_001444405.1_ASM144440v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/405/GCF_001444405.1_ASM144440v1,x
Pseudohongiella spirulinae,Bacteria;Proteobacteria;Gammaproteobacteria,KCTC 32221,SAMN04260401,PRJNA301918,GCA_001444425.1,Complete,3.34512,54,chromosome:NZ_CP013189.1/CP013189.1,,1,3025,2015-11-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/444/425/GCA_001444425.1_ASM144442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/425/GCF_001444425.1_ASM144442v1,x
Acinetobacter equi,Bacteria;Proteobacteria;Gammaproteobacteria,114,SAMN04110325,PRJNA296861,GCA_001307195.1,Complete,3.05427,34.9,chromosome:NZ_CP012808.1/CP012808.1,,1,2717,2015-10-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/195/GCA_001307195.1_ASM130719v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/195/GCF_001307195.1_ASM130719v1,x
Pseudoalteromonas issachenkonii,Bacteria;Proteobacteria;Gammaproteobacteria,KMM 3549,SAMN03380225,PRJNA196215,GCA_002310795.1,Complete,4.13262,40.2765,chromosome I:NZ_CP011030.1/CP011030.1; chromosome II:NZ_CP011031.1/CP011031.1,,2,3570,2017-09-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/795/GCA_002310795.1_ASM231079v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/795/GCF_002310795.1_ASM231079v1,x
Pseudoalteromonas translucida KMM 520,Bacteria;Proteobacteria;Gammaproteobacteria,KMM 520,SAMN03380229,PRJNA196224,GCA_001465295.1,Complete,4.14759,40.0905,chromosome I:NZ_CP011034.1/CP011034.1; chromosome II:NZ_CP011035.1/CP011035.1,,2,3561,2015-12-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/295/GCA_001465295.1_ASM146529v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/295/GCF_001465295.1_ASM146529v1,x
Lacimicrobium alkaliphilum,Bacteria;Proteobacteria;Gammaproteobacteria,YelD216,SAMN04324273,PRJNA305323,GCA_001466725.1,Complete,4.37883,50.6,chromosome:NZ_CP013650.1/CP013650.1,,1,3772,2015-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/466/725/GCA_001466725.1_ASM146672v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/466/725/GCF_001466725.1_ASM146672v1,x
Legionella adelaidensis,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC12735,SAMEA48402418,PRJEB6403,GCA_900637865.1,Complete,2.09448,38.9062,chromosome 1:NZ_LR134410.1/LR134410.1; plasmid 2:NZ_LR134411.1/LR134411.1; plasmid 3:NZ_LR134412.1/LR134412.1; plasmid 4:NZ_LR134413.1/LR134413.1; plasmid 5:NZ_LR134414.1/LR134414.1; plasmid 6:NZ_LR134415.1/LR134415.1; plasmid 7:NZ_LR134416.1/LR134416.1; plasmid 8:NZ_LR134417.1/LR134417.1; plasmid 9:NZ_LR134418.1/LR134418.1; plasmid 10:NZ_LR134419.1/LR134419.1; plasmid 11:NZ_LR134420.1/LR134420.1; plasmid 12:NZ_LR134421.1/LR134421.1; plasmid 13:NZ_LR134422.1/LR134422.1; plasmid 14:NZ_LR134423.1/LR134423.1; plasmid 15:NZ_LR134424.1/LR134424.1; plasmid 16:NZ_LR134425.1/LR134425.1; plasmid 17:NZ_LR134426.1/LR134426.1; plasmid 18:NZ_LR134427.1/LR134427.1; plasmid 19:NZ_LR134428.1/LR134428.1; plasmid 20:NZ_LR134429.1/LR134429.1; plasmid 21:NZ_LR134430.1/LR134430.1; plasmid 22:NZ_LR134431.1/LR134431.1; plasmid 23:NZ_LR134432.1/LR134432.1; plasmid 24:NZ_LR134433.1/LR134433.1; plasmid 25:NZ_LR134434.1/LR134434.1; plasmid 26:NZ_LR134435.1/LR134435.1; plasmid 27:NZ_LR134436.1/LR134436.1; plasmid 28:NZ_LR134437.1/LR134437.1; plasmid 29:NZ_LR134438.1/LR134438.1,,29,1877,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/865/GCA_900637865.1_52683_G03,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/865/GCF_900637865.1_52683_G03,x
Legionella jordanis,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC11533,SAMEA4552886,PRJEB6403,GCA_900637635.1,Complete,3.13372,41.7,chromosome 1:NZ_LR134383.1/LR134383.1,,1,2761,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/635/GCA_900637635.1_52313_A01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/635/GCF_900637635.1_52313_A01,x
Legionella israelensis,Bacteria;Proteobacteria;Gammaproteobacteria,Bercovier 4,SAMN11265847,PRJNA528641,GCA_004571175.1,Complete,3.26517,39.8754,chromosome:NZ_CP038273.1/CP038273.1; plasmid unnamed1:NZ_CP038274.1/CP038274.1,,2,2888,2019-04-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/571/175/GCA_004571175.1_ASM457117v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/571/175/GCF_004571175.1_ASM457117v1,x
